scope,monkey,space,feature_set,model,maze_a,maze_b,d,n_trials,train_bacc,cv_bacc,train_bacc_std,cv_bacc_std
all,Faure,deg,"State bigrams, K=6",Logistic (L2),1,6,36,730,0.646178727943052,0.619631166863759,0.014648317910395491,0.051229573993326075
all,Faure,deg,"State bigrams, K=6",Logistic (L2),2,3,36,659,0.6377050129725723,0.5951352853965901,0.006756607090172947,0.029117887661106883
all,Faure,deg,"State bigrams, K=6",Logistic (L2),2,4,36,642,0.5917768023980069,0.5533030987231392,0.0064804571948588715,0.011420243904930417
all,Faure,deg,"State bigrams, K=6",Logistic (L2),2,5,36,703,0.6676848370927319,0.6427005012531328,0.006273313217654339,0.05660106565172575
all,Faure,deg,"State bigrams, K=6",Logistic (L2),2,6,36,731,0.6365237504622212,0.59570288425983,0.013279730910810406,0.06000319873266171
all,Faure,deg,"State bigrams, K=6",Logistic (L2),3,4,36,693,0.6149095757979832,0.5524002000166681,0.006773620745725151,0.032868636370296425
all,Faure,deg,"State bigrams, K=6",Logistic (L2),3,5,36,754,0.6221063221433867,0.5722404603056939,0.016580423915843426,0.06017684972303208
all,Faure,deg,"State bigrams, K=6",Logistic (L2),3,6,36,782,0.6428439489395389,0.6159382524656134,0.008231862927523845,0.04147390726802337
all,Faure,deg,"State bigrams, K=6",Logistic (L2),4,5,36,737,0.6431880366596965,0.6057303020865774,0.010752616875925597,0.031009843859559356
all,Faure,deg,"State bigrams, K=6",Logistic (L2),4,6,36,765,0.6334175754888239,0.602091792192675,0.012502080453537135,0.0474958885720743
all,Faure,deg,"State bigrams, K=6",Logistic (L2),5,6,36,826,0.5889929742388759,0.5271786022433131,0.011716694062307366,0.047730305159982306
all,Faure,deg,"State bigrams, K=6",Random forest,1,1,36,303,nan,0.5339229696758453,nan,nan
all,Faure,deg,"State bigrams, K=6",Random forest,2,2,36,304,nan,0.5059210526315789,nan,nan
all,Faure,deg,"State bigrams, K=6",Random forest,3,3,36,355,nan,0.4975369770837301,nan,nan
all,Faure,deg,"State bigrams, K=6",Random forest,4,4,36,338,nan,0.5011834319526628,nan,nan
all,Faure,deg,"State bigrams, K=6",Random forest,5,5,36,399,nan,0.5041733668341708,nan,nan
