scope,monkey,regime,feature_set,model,maze,d,n_trials,n_groups,train_bacc,cv_bacc,train_bacc_std,cv_bacc_std
all,Nielsen,per-maze,"Codebook occupancy (binary), K=6",Logistic (L2),4,6,300,1,0.6219561688311688,0.5676406926406927,0.0059801182061366065,0.08417593297056218
all,Nielsen,per-maze,"Codebook occupancy (binary), K=6",Logistic (L2),5,6,328,1,0.6519480519480519,0.5087662337662338,0.011400109586685981,0.15529384274245217
all,Nielsen,per-maze,"Codebook occupancy (binary), K=6",Logistic (L2),6,6,329,1,0.7085913312693499,0.33126934984520123,0.07019382117875785,0.045157243327151236
all,Nielsen,per-maze,"Codebook occupancy (binary), K=6",Random forest,pooled,6,1746,6,0.6776005451161499,0.5162432412663439,0.05353639344648451,0.11020660840593774
all,Nielsen,per-maze,"Codebook occupancy (binary), K=6",Random forest,1,6,233,1,0.6605088097806544,0.5316432937792162,0.033744928898762905,0.13123275531682665
all,Nielsen,per-maze,"Codebook occupancy (binary), K=6",Random forest,2,6,265,1,0.6305662451896646,0.48350742166025285,0.013379953199312828,0.05521239720311556
all,Nielsen,per-maze,"Codebook occupancy (binary), K=6",Random forest,3,6,291,1,0.6775745257452574,0.6,0.02706886680310018,0.10688936695535325
all,Nielsen,per-maze,"Codebook occupancy (binary), K=6",Random forest,4,6,300,1,0.6367018398268398,0.566017316017316,0.006902845873824733,0.04676766108141364
all,Nielsen,per-maze,"Codebook occupancy (binary), K=6",Random forest,5,6,328,1,0.6715909090909091,0.5415584415584416,0.011360269450951388,0.10691754007947267
all,Nielsen,per-maze,"Codebook occupancy (binary), K=6",Random forest,6,6,329,1,0.7708978328173375,0.38699690402476783,0.03549241299624058,0.08464907955641644
all,Nielsen,per-maze,"Codebook occupancy (binary), K=12",Logistic (L2),pooled,12,1746,6,0.6993754927983784,0.4974045499159006,0.1025581243618156,0.08559360161939245
all,Nielsen,per-maze,"Codebook occupancy (binary), K=12",Logistic (L2),1,12,233,1,0.7119291621718806,0.46521035598705496,0.04862452211143508,0.07043426864077632
all,Nielsen,per-maze,"Codebook occupancy (binary), K=12",Logistic (L2),2,12,265,1,0.6514568444200111,0.5189664650907091,0.024750679309535083,0.06535828030983595
